id	name	alias	fl
578-1	John Homer Beaman	John Homer Beaman	1929-2015
579-1	Katherine I. Beamish	Katherine I. Beamish	fl. 1972
58-1	Julián Baldomero Acuña Galé	Julián Baldomero Acuña Galé|Julián Baldomero Acuña|Julián Baldomero Acuña Galé|Antonio Julián Baldomero Acuña Galé	1900-1973
580-1	William Jackson Bean	William Jackson Bean	1863-1947
581-1	Lawrence Beane	Lawrence Beane	1901-
582-1	John Stanley Beard	John Stanley Beard	1916-2011
583-1	Janice Carson Beatley	Janice Carson Beatley	1919-1987
585-1	Rolla Kent Beattie	Rolla Kent Beattie	1875-1960
586-1	R.Mitchel Beauchamp	R.Mitchel Beauchamp	fl. 1974-
587-1	Jean Romuald Beaudry	Jean Romuald Beaudry	1917-
59-1	Jacques-Georges Adam	Jacques-Georges Adam	1909-1980
591-1	Georges Eugène Charles Beauvisage	Georges Eugène Charles Beauvisage	1852-1925
592-1	Michael Schuck Bebb	Michael Schuck Bebb	1833-1895
594-1	Alfred Becherer	Alfred Becherer	1897-1977
595-1	Johann Matthaeus Bechstein	Johann Matthaeus Bechstein	1757-1822
598-1	Alexander K. Becker	Alexander K. Becker	1818-1901
599-1	Johannes Becker	Johannes Becker	1769-1833
6-1	Volker Melzheimer	Volker Melzheimer	1939-
6-2	Jean Claessens	Jean Claessens	1952-
60-1	Vladimir Vladimirowitsch Adamov	Vladimir Vladimirowitsch Adamov	1875-1932
600-1	Kenneth M. Becker	Kenneth M. Becker	fl. 1970
601-1	Wilhelm Becker	Wilhelm Becker	1874-1928
607-1	Richard Henry Beddome	Richard Henry Beddome	1830-1911
609-1	William Haddon Beeby	William Haddon Beeby	1849-1910
61-1	Lujo (Lulji) (Lucian) Adamović	Lujo (Lulji) (Lucian) Adamović	1864-1935
611-1	Johann Georg Beer	Johann Georg Beer	1803-1873
613-1	Alan Ackerman Beetle	Alan Ackerman Beetle	1913-2003
614-1	Herbert K.E. Beger	Herbert K.E. Beger	1889-1955
615-1	Augusto Béguinot	Augusto Béguinot	1875-1940
618-1	Ernst Behr	Ernst Behr	1903-1957
619-1	Hans Hermann Behr	Hans Hermann Behr	1818-1904
62-1	Charles Dennis Adams	Charles Dennis Adams	1920-2005
620-1	Werner Behrendsen	Werner Behrendsen	1863-1923
623-1	Lucien Beille	Lucien Beille	1862-1946
625-1	Ludwig Beissner	Ludwig Beissner	1843-1927
627-1	Charles Paulus Bélanger	Charles Paulus Bélanger	1805-1881
628-1	Robert Orange Belcher	Robert Orange Belcher	1918-
629-1	Alexandru Beldie	Alexandru Beldie	1912-
63-1	Joseph Edison Adams	Joseph Edison Adams	1904-1981
630-1	Clyde Ritchie Bell	Clyde Ritchie Bell	1921-2013
631-1	Peter Robert Bell	Peter Robert Bell	1920-2009
632-1	Georges Adolphe Bellair	Georges Adolphe Bellair	1860-1939
635-1	Giuseppe Giovanni Bellia	Giuseppe Giovanni Bellia	fl. 1971
636-1	Domingo Bello y Espinosa	Domingo Bello y Espinosa	1817-1884
637-1	Francisco Bellot Rodríguez	Francisco Bellot Rodríguez	1911-1983
638-1	Thomas Bell Salter	Thomas Bell Salter	1814-1858
64-1	Johannes Michael Friedrich Adams	Johannes Michael Friedrich Adams|Johannes Michael Friedrich Adam|J.I. Adam|Michael Friedrich Adams|Johann Friedrrich Adam	1780-1838
643-1	Henri Belval	Henri Belval	1880-
644-1	Vera Alexandrovna Belyaeva	Vera Alexandrovna Belyaeva|V.A. Beljaeva|V.A. Belaeva	1946-
647-1	Charlotte Gilg-Benedict	Charlotte Gilg-Benedict|Charlotte Gilg- Benedict|Charlotte Benedict	1872-1936
648-1	Ralph Curtiss Benedict	Ralph Curtiss Benedict	1883-1965
65-1	William Preston Adams	William Preston Adams|Preston Adams|W.Preston Adams	1930-
650-1	Ludwig Benjamin	Ludwig Benjamin	1825-1848
651-1	Hermann Conrad Benke	Hermann Conrad Benke	1869-1946
652-1	Gerhard Benl	Gerhard Benl	1910-2001
653-1	Walter Mackinett Benner	Walter Mackinett Benner	1888-1970
654-1	Sigamony Stephen Richard Bennet	Sigamony Stephen Richard Bennet	1940-2009
655-1	Arthur Bennett	Arthur Bennett	1843-1929
657-1	John (Johannes) Joseph Bennett	John (Johannes) Joseph Bennett	1801-1876
659-1	Raymond Benoist	Raymond Benoist	1881-1970
66-1	Robert Perry Adams	Robert Perry Adams	1886-1944
662-1	Bernard W. Benson	Bernard W. Benson	fl. 1957
663-1	Gilbert Thereon Benson	Gilbert Thereon Benson	1896-1928
664-1	Lyman David Benson	Lyman David Benson	1909-1993
670-1	Robert von Albkron Benz	Robert von Albkron Benz|Robert von Albkron Benz	1863-1921
671-1	Bedřich (Friedrich) Všemír (Wssemjr) von Berchtold	Bedřich (Friedrich) Všemír (Wssemjr) von Berchtold	1781-1876
674-1	Alexander Berg	Alexander Berg	fl. 1840
675-1	Ernst von Berg	Ernst von Berg	1782-1855
677-1	Otto Karl (Carl) Berg	Otto Karl (Carl) Berg	1815-1866
678-1	Ernst Bergdolt	Ernst Bergdolt	1902-1948
68-1	Robert Stephen Adamson	Robert Stephen Adamson	1885-1965
680-1	Alwin Berger	Alwin Berger	1871-1931
681-1	Ernst Friedrich Berger	Ernst Friedrich Berger	1814-1853
684-1	Jean Pierre Bergeret	Jean Pierre Bergeret	1751-1813
688-1	Bengt (Benedictus) Bergius	Bengt (Benedictus) Bergius	1723-1784
689-1	Karl Heinrich Bergius	Karl Heinrich Bergius	1790-1818
690-1	Peter Jonas Bergius	Peter Jonas Bergius	1730-1790
693-1	Paul Bergon	Paul Bergon	1863-1912
694-1	Jean Berhaut	Jean Berhaut|R. Père Berhaut|R.P.J. Berhaut	1902-1977
696-1	Emeric Streatfield Berkeley	Emeric Streatfield Berkeley	1823-1898
7-1	R.K. Bhide	R.K. Bhide	fl. 1911
7-2	Adrian D. Lüthy	Adrian D. Lüthy	fl. 1998
700-1	Jean Louis Berlandier	Jean Louis Berlandier	1805-1851
702-1	Johan August Berlin	Johan August Berlin	1851-1910
703-1	J.D. Berman	J.D. Berman	fl. 1973
705-1	F.Guy Bernard	F.Guy Bernard	fl. 1968
707-1	Jean-Paul Bernard	Jean-Paul Bernard	1921-
708-1	Pierre Frédéric Bernard	Pierre Frédéric Bernard	1749-1825
709-1	Luciano Bernardi	Luciano Bernardi	1920-2001
71-1	Albert George Ludwig Adelbert	Albert George Ludwig Adelbert	1914-1972
711-1	Jacob Carel Bernelot Moens	Jacob Carel Bernelot Moens|Johann Bernalot Moens	1837-1886
714-1	Francisco Bernis	Francisco Bernis|Francisco Bernis Madrazo	1916-2003
715-1	Karl (Carl) Gustav Bernoulli	Karl (Carl) Gustav Bernoulli	1834-1878
719-1	Pierre Berthault	Pierre Berthault	fl. 1953~54
72-1	Fredericus (Frits) Arnoldus Constantin Basil Adema	Fredericus (Frits) Arnoldus Constantin Basil Adema|Fredericus Arnoldus Constantin Basil Adema	1939-
724-1	Moisés de Santiago Bertoni	Moisés de Santiago Bertoni	1857-1929
725-1	Lýdia Bertová	Lýdia Bertová	1931-
727-1	André Bertrand	André Bertrand	fl. 1956
729-1	Marcel C. Bertrand	Marcel C. Bertrand	
736-1	François Maurice Besse	François Maurice Besse	1864-1924
737-1	Wilibald Swibert Joseph Gottlieb von Besser	Wilibald Swibert Joseph Gottlieb von Besser	1784-1842
740-1	Ernst Betche	Ernst Betche	1851-1913
742-1	Karl Bettfreund	Karl Bettfreund	fl. 1887-1901
746-1	Pehr Johan Beurling	Pehr Johan Beurling	1800-1866
747-1	C.F.van Beusekom	C.F.van Beusekom|C.F. van Beusekom	1940-
748-1	R.J.van Beusekom-Osinga	R.J.van Beusekom-Osinga	fl. 1970
749-1	Carlos R. Beutelspacher	Carlos R. Beutelspacher|Carlos R. Beutelspacher B.	fl. 1971
750-1	Wilfred Alexander Watt de Beuzeville	Wilfred Alexander Watt de Beuzeville|Wilfred Alexander Watt de Beuzeville	1884-1954
751-1	W. Bewerunge	W. Bewerunge	fl. 1948
753-1	Rudolf Beyer	Rudolf Beyer	1852-1932
757-1	Faridunji (Faridoon) Rustomji Bharucha	Faridunji (Faridoon) Rustomji Bharucha	1904-
758-1	G.S. Bhatnagar	G.S. Bhatnagar	fl. 1960
76-1	Teshabaj Adylovich Adylov	Teshabaj Adylovich Adylov	1920-1998
760-1	Reba Bhattacharjee	Reba Bhattacharjee	fl. 1985
761-1	Prasanta Kumar Bhattacharyya	Prasanta Kumar Bhattacharyya	1947-
762-1	S.C. Bhattacharyya	S.C. Bhattacharyya|S.C. Bhattacharya	fl. 1951
763-1	Upendra Chandra Bhattacharyya	Upendra Chandra Bhattacharyya	1933-2018
764-1	Giuseppe Bianca	Giuseppe Bianca	1801-1883
768-1	Hamilton Dias Bicalho	Hamilton Dias Bicalho	fl. 1964
77-1	Paul Aellen	Paul Aellen|Paul Aellen-Meisel	1896-1973
770-1	James Ebenezer Bicheno	James Ebenezer Bicheno	1785-1851
772-1	Clarence Bicknell	Clarence Bicknell	1842-1918
773-1	Eugene Pintard Bicknell	Eugene Pintard Bicknell	1859-1925
774-1	Michel Bidault	Michel Bidault	fl. 1965
775-1	Susann Fry Biddulph	Susann Fry Biddulph	1916-2003
776-1	Johann Friedrich Theodor Biehler	Johann Friedrich Theodor Biehler	c.1785-18??
78-1	Christen Aepnelaeus	Christen Aepnelaeus|Christen Aepnelaeus Fenno	
782-1	Mark William Bierner	Mark William Bierner	1946-
783-1	Jacob Bigelow	Jacob Bigelow	1787-1879
784-1	John Milton Bigelow	John Milton Bigelow	1804-1878
786-1	Gyula Bihari	Gyula Bihari	1889-1977
787-1	Jan Tijs Pieter Bijhouwer	Jan Tijs Pieter Bijhouwer|Jan Tijs Pieter Byhouwer	1898-
788-1	A.S. Bilaidi	A.S. Bilaidi	fl. 1971
793-1	Paul Constant Billot	Paul Constant Billot	1796-1863
794-1	Gavriel Ivanovich Bilyk	Gavriel Ivanovich Bilyk|Gavrilo Ivanovich Bilik	1904-1985
795-1	Simon Binnendijk	Simon Binnendijk	1821-1883
798-1	Frederic Theodore Bioletti	Frederic Theodore Bioletti	1865-1939
799-1	Sarmukh Singh Bir	Sarmukh Singh Bir	1929-2015
8-1	Martin John Ingrouille	Martin John Ingrouille	1955-
8-2	Niels Böhling	Niels Böhling	fl. 1997
802-1	Monroe Roberts Birdsey	Monroe Roberts Birdsey	1922-2000
805-1	Frank Ainley Bisby	Frank Ainley Bisby	1945-2011
809-1	Luther Earl Bishop	Luther Earl Bishop	1943-1991
81-1	Karl Rudolf Afzelius	Karl Rudolf Afzelius	1887-1971
810-1	Johannes Bisse	Johannes Bisse	1935-1984
811-1	James Bisset	James Bisset	1843-1911
812-1	Kalipada Biswas	Kalipada Biswas|Kali Pada Biswas	1899-1969
813-1	Samarendra Nath Biswas	Samarendra Nath Biswas	1939-
814-1	Friedrich August Georg Bitter	Friedrich August Georg Bitter	1873-1927
816-1	Maria Paola Bizzarri	Maria Paola Bizzarri	1937-
818-1	Željka Bjelčić	Željka Bjelčić	fl. 1973
819-1	Sven Oscar Björkman	Sven Oscar Björkman	1920-1956
821-1	Anders Bjørnstad	Anders Bjørnstad	fl. 1970
822-1	Inger Nordal Bjørnstad	Inger Nordal Bjørnstad|Inger Nordal Björnstad	1944-
825-1	Allan A. Black	Allan A. Black	1832-1865
827-1	George Alexander Black	George Alexander Black	1916-1957
828-1	John McConnell Black	John McConnell Black	1855-1951
83-1	S.D. Agadzhanov	S.D. Agadzhanov|S.D. Agadzhanof	
830-1	Elizabeth Blackwell	Elizabeth Blackwell	1707-1758
831-1	Kay P. Blackwell	Kay P. Blackwell	fl. 1975
832-1	Will Hoyle Blackwell	Will Hoyle Blackwell	1939-
835-1	S. Blaise	S. Blaise	fl. 1970
836-1	Joseph Blake	Joseph Blake	1814-1888
838-1	Stanley Thatcher Blake	Stanley Thatcher Blake	1910-1973
839-1	Ralph Anthony Blakelock	Ralph Anthony Blakelock	1915-1963
84-1	N.D. Agapova	N.D. Agapova	1932-
840-1	William Faris Blakely	William Faris Blakely	1875-1941
842-1	Albert A. Blanc	Albert A. Blanc	1850-1928
843-1	William Henry Blanchard	William Henry Blanchard	1850-1922
844-1	Emmanuel-Louis Blanche	Emmanuel-Louis Blanche	1824-1908
845-1	Jacques Samuel Blanchet	Jacques Samuel Blanchet	1807-1875
847-1	Cenobio E. Blanco	Cenobio E. Blanco	
848-1	Francisco Manuel Blanco	Francisco Manuel Blanco	1778-1845
850-1	H.F. Blanford	H.F. Blanford	1834-1893
851-1	Joseph William Blankinship	Joseph William Blankinship	1862-1938
853-1	Donald Frederick Blaxell	Donald Frederick Blaxell	1934-
854-1	Vilotije Blečić	Vilotije Blečić	1911-1981
857-1	K.V. Blinovskij	K.V. Blinovskij	1903-
858-1	Bronislaw Błocki	Bronislaw Błocki	1857-1919
859-1	Siebe Bloembergen	Siebe Bloembergen	1905-
860-1	Carl Hilding Blom	Carl Hilding Blom	1888-1972
861-1	Carl Magnus Blom	Carl Magnus Blom	1737-1815
862-1	Nils Harald Blomgren	Nils Harald Blomgren	1901-1926
864-1	Sven Gustaf Krister Gustafson Blomquist	Sven Gustaf Krister Gustafson Blomquist	1882-1953
866-1	Harry Blossfeld	Harry Blossfeld	1913-1986
867-1	Robert Blossfeld	Robert Blossfeld	1882-
870-1	N.A. Bluket	N.A. Bluket	fl. 1930
871-1	John Leo Blum	John Leo Blum	1917-1995
872-1	F.K. Blum	F.K. Blum	
874-1	Almiro Blumenschein	Almiro Blumenschein	1931-
875-1	Jacob Corwin Blumer	Jacob Corwin Blumer	1872-1948
878-1	Mathias Numsen Blytt	Mathias Numsen Blytt	1789-1862
88-1	Wladimir Naumowitsch Aggeenko	Wladimir Naumowitsch Aggeenko|Vladimir Naumovitch Aggéyenko|Vladimir Naumovitch Aggeyenko|Vladimir Naumovitch Agguéenko	1860-1907
880-1	Evgeniy Grigorievich Bobrov	Evgeniy Grigorievich Bobrov|Evgenij Grigorievicz Bobrov	1902-1983
881-1	Andrej Evgenievich Bobrov	Andrej Evgenievich Bobrov	1936-
883-1	Thor Methven Bock	Thor Methven Bock	fl. 1941
884-1	Liliane Van Bockstal	Liliane Van Bockstal|Liliane Van Bockstal|Liliane Van Bockstael	1937-
885-1	Gilbert François Bocquet	Gilbert François Bocquet	1927-1986
886-1	Henri Théophile Bocquillon	Henri Théophile Bocquillon	1834-1883
889-1	Pierre Henri Hippolyte Bodard	Pierre Henri Hippolyte Bodard	fl. 1798-1810
891-1	Tyge Wittrock Böcher	Tyge Wittrock Böcher	1909-1983
892-1	Christian Peter Bianco Boeck	Christian Peter Bianco Boeck	1798-1877
893-1	Johann Otto Boeckeler	Johann Otto Boeckeler|Johann Otto Böckeler|Johann Otto Böckler|O. Böckeler	1803-1899
894-1	Friedrich Boedeker	Friedrich Boedeker|Friedrich Bödecker	1867-1937
898-1	Osvaldo Boelcke	Osvaldo Boelcke|Oswaldo Boelcke	1920-1990
899-1	Hendrik Wijbrand de Boer	Hendrik Wijbrand de Boer|Hendrik Wijbrand de Boer	1885-1970
9-1	James Craig Hickman	James Craig Hickman	1941-1993
9-2	Robert W. Scotland	Robert W. Scotland	fl. 1998
900-1	Jan Gerard Wessels Boer	Jan Gerard Wessels Boer|Jan Gerard Wessels Boer	1936-
903-1	Jacob Gijsbert Boerlage	Jacob Gijsbert Boerlage	1849-1900
905-1	Carl Bogenhard	Carl Bogenhard	1811-?1853
906-1	Josef Bogner	Josef Bogner	1939-
91-1	Getulio Agostini	Getulio Agostini	1943-
911-1	Désiré Georges Jean Marie Bois	Désiré Georges Jean Marie Bois	1856-1946
913-1	Charles Hercules Boissevain	Charles Hercules Boissevain	1893-1946
915-1	Henri de Boissieu	Henri de Boissieu|Henri de Boissieu	1871-1912
916-1	 Boisson	 Boisson	
917-1	Pierre L. Boiteau	Pierre L. Boiteau	1911-1980
92-1	Joaquim Macedo de Aguiar	Joaquim Macedo de Aguiar|Joaquim Macedo de Aguiar|Joaquim Macedo de Aguiar	1854-1882
920-1	Louis Hyacinthe Boivin	Louis Hyacinthe Boivin	1808-1852
921-1	Wenceslaus Bojer	Wenceslaus Bojer|Wenzel Bojer	1797-1856
924-1	Mumtaz Hussain Bokhari	Mumtaz Hussain Bokhari	1937-
925-1	Henry Nicholas Bolander	Henry Nicholas Bolander	1832-1897
926-1	Isaäc Boldingh	Isaäc Boldingh|Isaäc Bolding	1879-1938
927-1	Ilsi Job (Iob) Boldrini	Ilsi Job (Iob) Boldrini	fl. 1970
928-1	Pritamial Vijoyshanker Bole	Pritamial Vijoyshanker Bole	1920-
93-1	Hermann Ahlburg	Hermann Ahlburg	1850-1878
932-1	Friedrich Franz August Albrecht Bolle	Friedrich Franz August Albrecht Bolle	1905-1999
933-1	Oriol de Bolòs	Oriol de Bolòs|Oriol de Bolòs i Capdevila|Oriol de Bolòs	1924-2007
934-1	Antonio de Bolòs y Vayreda	Antonio de Bolòs y Vayreda|Antonio de Bolòs|Antoni de Bolòs y Vayreda	1889-1975
937-1	Frank Bolus	Frank Bolus	1870-1945
938-1	Harry Bolus	Harry Bolus	1834-1911
94-1	Harry E. Ahles	Harry E. Ahles	1924-1981
940-1	Miriam Lucile Bomhard	Miriam Lucile Bomhard	1898-1952
941-1	Joseph (Jean) Édouard Bommer	Joseph (Jean) Édouard Bommer	1829-1895
944-1	Roland Napoléon Bonaparte	Roland Napoléon Bonaparte	1858-1924
945-1	Gustave Henri Bonati	Gustave Henri Bonati	1873-1927
946-1	Giuseppe Antonio Bonato	Giuseppe Antonio Bonato	1753-1836
948-1	Pauline Bond	Pauline Bond	1917-2010
95-1	Wilhelm Elias von Ahles	Wilhelm Elias von Ahles	1829-1900
951-1	O.N. Bondarenko	O.N. Bondarenko	1923-
953-1	Nicolaas Bondt	Nicolaas Bondt	1765-1796
958-1	Edmond Bonnet	Edmond Bonnet	1848-1922
959-1	Gaston Eugène Marie Bonnier	Gaston Eugène Marie Bonnier	1851-1922
96-1	Frederik Elias Ahlfvengren	Frederik Elias Ahlfvengren	1862-1921
965-1	Boudewijn Karel Boom	Boudewijn Karel Boom	1903-1980
966-1	Clifford David Boomsma	Clifford David Boomsma	1915-2004
968-1	Joseph Boos	Joseph Boos	1794-1879
969-1	John Richmond Booth	John Richmond Booth	1801-1847
970-1	William Beattie Booth	William Beattie Booth	c.1804-1874
971-1	William Edwin Booth	William Edwin Booth	1909-
972-1	Francis M.B. Boott	Francis M.B. Boott	1792-1863
973-1	William Boott	William Boott	1805-1887
974-1	Norman Loftus Bor	Norman Loftus Bor	1893-1972
975-1	A. Boraiah	A. Boraiah	fl. 1972
976-1	G. Boraiah	G. Boraiah	fl. 1964
977-1	Vincze (Vincent, Vince) von Borbás	Vincze (Vincent, Vince) von Borbás	1844-1905
978-1	Leonid Petrovich Bordakov	Leonid Petrovich Bordakov	1885-1940
979-1	Henri Bordère	Henri Bordère	1825-1889
980-1	Eugen Iwanowitsch Bordzilowski	Eugen Iwanowitsch Bordzilowski	1875-1949
981-1	Alexandre Boreau	Alexandre Boreau	1803-1875
982-1	John Borg	John Borg	1873-1945
983-1	Liv Borgen	Liv Borgen	1943-
985-1	Attila L. Borhidi	Attila L. Borhidi	1932-
989-1	José Borja Carbonell	José Borja Carbonell|José Borja Carbonell	1903-
994-1	Ádám Boros	Ádám Boros	1900-1973
997-1	Olga Helena Borsini	Olga Helena Borsini	1916-1981
998-1	Olga Borsos	Olga Borsos	1926-
999-1	Jan van Borssum Waalkes	Jan van Borssum Waalkes|Jan van Borssum Waalkes|Jan van Borssum Waalkes	1922-1985
1000-1	Alexandru Borza	Alexandru Borza	1887-1971
1002-1	Antonino Borzì	Antonino Borzì	1852-1921
1003-1	Jan Justus Bos	Jan Justus Bos	1939-2003
1004-1	Louis Augustin Guillaume Bosc	Louis Augustin Guillaume Bosc	1759-1828
1005-1	Roelof Benjamin van den Bosch	Roelof Benjamin van den Bosch|Roelof Benjamin van den Bosch	1810-1862
1006-1	Roberto Bosco	Roberto Bosco	1902-
1007-1	Karlo Bosnjak	Karlo Bosnjak	1866-1953
1008-1	Julius Friedrich Wilhelm Bosse	Julius Friedrich Wilhelm Bosse	1788-1864
1009-1	Jean Marie Bosser	Jean Marie Bosser	1922-2013
1010-1	Victor Petrovič Botschantzev	Victor Petrovič Botschantzev|Victor Petrovič Bochantsev|Victor Petrovič Boczantzev	1910-1990
1011-1	Vera Viktorovna Botschantzeva	Vera Viktorovna Botschantzeva|Vera Viktorovna Bochantseva|Vera Viktorovna Boczantzeva	1946-
1012-1	Zinaida Petrovna Botschantzeva	Zinaida Petrovna Botschantzeva|Zinaida Petrovna Bochantseva|Zinaida Petrovna Boczantzeva	1907-1973
1013-1	Max Bottler	Max Bottler	fl. 1882
1014-1	Jean Bouchard	Jean Bouchard	
1015-1	Carl David Bouché	Carl David Bouché	1809-1881
1016-1	Peter Carl Bouché	Peter Carl Bouché	1783-1856
1017-1	Jules Armand Guillaume Boucher de Crèvecoeur	Jules Armand Guillaume Boucher de Crèvecoeur	1757-1844
1018-1	Dominique (Doumenq) Bouchet	Dominique (Doumenq) Bouchet	1770-1845
1019-1	Jean Louis Émile Boudier	Jean Louis Émile Boudier	1828-1920
1020-1	Joseph Bouget	Joseph Bouget	1867-1953
1022-1	George Albert Boulenger	George Albert Boulenger	1858-1937
1023-1	George Edward Simmonds Boulger	George Edward Simmonds Boulger	1853-1922
1024-1	Antoine Étienne Boullu	Antoine Étienne Boullu	1813-1904
1025-1	Loutfy Boulos	Loutfy Boulos	1932-2015
1026-1	Louis Bouloumoy	Louis Bouloumoy	    -1926
1027-1	Maurice Bouly de Lesdain	Maurice Bouly de Lesdain|Maurice Bouly de Lesdain|Maurice Bouly de Lesdain	1869-1965
1028-1	Thomas Fulton Bourdillon	Thomas Fulton Bourdillon	1849-1930
1029-1	Hubert Bourdot	Hubert Bourdot	1861-1937
1030-1	Robert Bourdu	Robert Bourdu	fl. 1957
1031-1	Edouard Léon François Boureau	Edouard Léon François Boureau	1913-
1032-1	Eugène Bourgeau	Eugène Bourgeau	1813-1877
1033-1	Pierre Bourreil	Pierre Bourreil	fl. 1969
1034-1	Claudio Boutelou	Claudio Boutelou|Claudio Boutelou y Soldevilla	1774-1842
1035-1	Estéban Boutelou	Estéban Boutelou|Estéban Boutelou y Soldevilla	1776-1813
1036-1	Jean François Désiré Boutigny	Jean François Désiré Boutigny	1820-1884
1037-1	Raymond Boutique	Raymond Boutique	1906-1985
1038-1	Louis Bouton	Louis Bouton	1800-1878
1039-1	Georges Bouvet	Georges Bouvet	1850-1929
1040-1	Jean-Louis Bouvier	Jean-Louis Bouvier|Louis Bouvier	1819-1908
1041-1	Nicolas Bové	Nicolas Bové	1812-1841
1042-1	Wray Merrill Bowden	Wray Merrill Bowden	1914-
1043-1	Thomas Edward Bowdich	Thomas Edward Bowdich	1791-1824
1044-1	Frederick Orpen Bower	Frederick Orpen Bower	1855-1948
1045-1	James Scott Bowerbank	James Scott Bowerbank	1797-1877
1046-1	John Eddowes Bowman	John Eddowes Bowman	1785-1841
1047-1	James Bowie	James Bowie	1789-1869
1048-1	Edward Augustus Bowles	Edward Augustus Bowles	1865-1954
1049-1	Harold Edmund Box	Harold Edmund Box	1898-
1050-1	Léon Boyer	Léon Boyer	fl. 1890
1051-1	Desmond Ernest Boyland	Desmond Ernest Boyland	1941-
1052-1	Kenneth Rowland Boynton	Kenneth Rowland Boynton	1891-
1053-1	John R. Bozeman	John R. Bozeman	1935-
1054-1	William Dunlop Brackenridge	William Dunlop Brackenridge	1810-1893
1055-1	Amelia Ellen Brackett	Amelia Ellen Brackett	1896-1926
1056-1	Alexander Curt Brade	Alexander Curt Brade	1881-1971
1057-1	Richard Bradley	Richard Bradley	1688-1732
1058-1	Ted Ray Bradley	Ted Ray Bradley	1940-
1059-1	Margaret Elizabeth Bradshaw	Margaret Elizabeth Bradshaw	1926-
1060-1	Siegfried Bräutigam	Siegfried Bräutigam	1944-
1061-1	Volker Bräutigam	Volker Bräutigam	1939-
1062-1	Pedro Ivo Soares Braga	Pedro Ivo Soares Braga	1950-2011
1063-1	Ruby Braga	Ruby Braga|Ruby Eveline Soares Braga	fl. 1964
1064-1	Giulia Braggio Morucchio	Giulia Braggio Morucchio|Giulia Braggio-Morucchio	1939-
1065-1	Kenneth William Braid	Kenneth William Braid	1887-1984
1066-1	Ezra Brainerd	Ezra Brainerd	1844-1924
1067-1	Robert Braithwaite	Robert Braithwaite	1824-1917
1068-1	David Bramwell	David Bramwell	1942-
1069-1	August Brand	August Brand|O. Brand	1863-1930
1071-1	Townshend Stith Brandegee	Townshend Stith Brandegee	1843-1925
1073-1	Elmer Walker Brandes	Elmer Walker Brandes	1891-
1074-1	Wilhelm Brandes	Wilhelm Brandes	    -1916
1075-1	Peter Edward Brandham	Peter Edward Brandham	1937-
1076-1	Dietrich Brandis	Dietrich Brandis	1824-1907
1077-1	Fred Hermann Brandt	Fred Hermann Brandt	1908-1994
1078-1	Jean-Pierre Brandt	Jean-Pierre Brandt	1921-1963
1079-1	Max Brandt	Max Brandt	1884-1914
1080-1	Wilhelm Brandt	Wilhelm Brandt	    -1929
